station_id,datetime,total_ports,available_ports,wait_time_min,charging_rate_kw,charger_type,plug_type,city
8,2025-07-04 19:32:40,6,0,29,30.0,DC_FAST,CCS,Mumbai
2,2025-07-05 14:18:40,8,0,35,25.5,DC_FAST,CCS,Bangalore
3,2025-07-05 07:56:40,6,0,31,12.0,AC_LEVEL1,Type2,Gurugram
5,2025-07-08 14:33:40,9,0,43,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-08 00:02:40,12,0,50,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-07 05:28:40,9,0,35,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-10 22:05:40,9,0,39,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-08 03:48:40,6,0,26,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-06 06:45:40,12,0,50,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-11 05:06:40,9,0,43,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-07 11:34:40,12,0,59,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-07 18:36:40,6,0,36,30.0,DC_FAST,CCS,Mumbai
6,2025-07-05 02:06:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-09 06:39:40,8,0,40,25.5,DC_FAST,CCS,Bangalore
1,2025-07-08 09:32:40,10,0,41,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-08 02:04:40,7,0,35,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-05 01:36:40,6,0,18,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-09 06:50:40,12,0,46,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-06 14:55:40,7,0,32,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-04 13:03:40,12,0,59,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-06 04:58:40,9,0,42,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-06 10:59:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-10 14:38:40,10,0,37,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-04 17:59:40,10,0,49,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-08 09:26:40,7,0,29,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-08 15:14:40,12,0,48,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-05 03:40:40,6,0,32,30.0,DC_FAST,CCS,Mumbai
4,2025-07-05 10:28:40,12,0,59,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-06 00:22:40,10,0,53,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-05 10:18:40,9,0,35,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-07 19:47:40,12,0,51,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-08 23:33:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-10 12:49:40,6,0,35,12.0,AC_LEVEL1,Type2,Gurugram
7,2025-07-05 23:44:40,10,0,38,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-05 00:34:40,12,0,53,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-03 16:34:40,7,0,35,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-08 03:59:40,12,0,51,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-04 23:06:40,6,0,24,30.0,DC_FAST,CCS,Mumbai
8,2025-07-05 21:42:40,6,0,31,30.0,DC_FAST,CCS,Mumbai
7,2025-07-06 07:23:40,10,0,49,14.5,AC_LEVEL2,Type2,Mumbai
2,2025-07-09 08:24:40,8,0,37,25.5,DC_FAST,CCS,Bangalore
2,2025-07-03 14:01:40,8,0,26,25.5,DC_FAST,CCS,Bangalore
2,2025-07-08 07:52:40,8,0,36,25.5,DC_FAST,CCS,Bangalore
1,2025-07-08 08:58:40,10,0,36,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-10 18:38:40,9,0,35,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-03 23:21:40,6,0,31,30.0,DC_FAST,CCS,Mumbai
4,2025-07-11 03:30:40,12,0,43,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-10 10:10:40,10,0,49,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-04 02:54:40,7,0,43,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-04 07:05:40,10,0,48,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-08 00:04:40,10,0,41,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-08 10:30:40,7,0,27,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-05 19:18:40,6,0,21,30.0,DC_FAST,CCS,Mumbai
7,2025-07-03 20:21:40,10,0,51,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-08 04:09:40,12,0,51,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-07 09:48:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
3,2025-07-08 11:42:40,6,0,26,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-08 08:52:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-07 17:29:40,12,0,58,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-08 06:11:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-06 14:01:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-06 11:23:40,9,0,33,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-04 18:50:40,6,0,23,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-06 05:08:40,6,0,27,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-08 09:24:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-11 03:46:40,6,0,24,30.0,DC_FAST,CCS,Mumbai
2,2025-07-05 07:46:40,8,0,43,25.5,DC_FAST,CCS,Bangalore
5,2025-07-09 20:55:40,9,0,43,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-09 00:10:40,9,0,46,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-05 09:03:40,10,0,36,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-10 04:39:40,7,0,37,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-10 01:10:40,6,0,26,30.0,DC_FAST,CCS,Mumbai
7,2025-07-03 13:44:40,10,0,43,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-05 14:37:40,10,0,41,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-11 02:21:40,10,0,51,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-03 19:39:40,10,0,45,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-05 12:14:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-10 15:49:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-05 21:51:40,12,0,60,28.0,DC_FAST,CHAdeMO,Gurugram
2,2025-07-06 19:02:40,8,0,34,25.5,DC_FAST,CCS,Bangalore
5,2025-07-08 14:42:40,9,0,42,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-08 13:43:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-09 11:49:40,9,0,39,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-10 07:21:40,12,0,56,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-04 19:27:40,6,0,28,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-04 10:40:40,10,0,55,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-09 18:58:40,8,0,47,25.5,DC_FAST,CCS,Bangalore
7,2025-07-08 17:08:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-09 16:01:40,6,0,25,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-04 06:37:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-07 17:43:40,6,0,30,12.0,AC_LEVEL1,Type2,Gurugram
5,2025-07-11 05:09:40,9,0,43,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-08 11:46:40,7,0,39,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-06 23:54:40,10,0,45,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-10 00:20:40,10,0,46,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-08 05:21:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-03 14:32:40,9,0,37,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-06 17:18:40,6,0,36,12.0,AC_LEVEL1,Type2,Gurugram
5,2025-07-07 19:34:40,9,0,36,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-08 02:45:40,10,0,39,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-03 22:15:40,8,0,32,25.5,DC_FAST,CCS,Bangalore
1,2025-07-06 15:06:40,10,0,51,15.0,AC_LEVEL2,Type2,Bangalore
3,2025-07-05 06:52:40,6,0,34,12.0,AC_LEVEL1,Type2,Gurugram
7,2025-07-10 13:29:40,10,0,44,14.5,AC_LEVEL2,Type2,Mumbai
2,2025-07-05 17:51:40,8,0,42,25.5,DC_FAST,CCS,Bangalore
5,2025-07-05 09:17:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-07 14:51:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-10 03:21:40,10,0,51,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-05 18:07:40,6,0,23,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-11 04:13:40,6,0,32,30.0,DC_FAST,CCS,Mumbai
1,2025-07-04 12:40:40,10,0,40,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-07 01:48:40,7,0,39,27.25,DC_FAST,Type2,Hyderabad
7,2025-07-11 03:26:40,10,0,54,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-03 21:34:40,9,0,43,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-06 17:27:40,10,0,46,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-06 16:00:40,10,0,34,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-06 23:52:40,7,0,26,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-09 19:20:40,6,0,25,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-04 22:41:40,6,0,32,12.0,AC_LEVEL1,Type2,Gurugram
5,2025-07-07 20:42:40,9,0,36,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-10 07:58:40,12,0,58,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-09 19:27:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-10 23:38:40,6,0,29,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-07 06:56:40,8,0,36,25.5,DC_FAST,CCS,Bangalore
2,2025-07-09 22:37:40,8,0,36,25.5,DC_FAST,CCS,Bangalore
4,2025-07-10 15:07:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-08 10:51:40,7,0,26,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-09 09:08:40,8,0,43,25.5,DC_FAST,CCS,Bangalore
3,2025-07-06 03:57:40,6,0,34,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-10 11:27:40,10,0,47,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-05 20:11:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-04 07:16:40,6,0,28,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-08 06:52:40,6,0,26,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-08 21:20:40,6,0,27,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-07 22:50:40,6,0,30,30.0,DC_FAST,CCS,Mumbai
5,2025-07-09 20:53:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-08 04:07:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-08 12:51:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-07 04:47:40,7,0,25,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-05 22:11:40,10,0,41,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-05 17:02:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
2,2025-07-06 23:31:40,8,0,38,25.5,DC_FAST,CCS,Bangalore
6,2025-07-09 13:29:40,7,0,35,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-10 18:01:40,8,0,37,25.5,DC_FAST,CCS,Bangalore
7,2025-07-09 13:16:40,10,0,48,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-03 16:04:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-04 19:57:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-06 20:49:40,6,0,25,30.0,DC_FAST,CCS,Mumbai
2,2025-07-07 06:31:40,8,0,33,25.5,DC_FAST,CCS,Bangalore
1,2025-07-03 11:07:40,10,0,45,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-05 14:09:40,12,0,49,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-10 16:56:40,10,0,39,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-09 17:58:40,6,0,33,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-07 21:10:40,6,0,24,30.0,DC_FAST,CCS,Mumbai
7,2025-07-10 21:30:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-03 14:02:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-06 14:19:40,10,0,51,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-08 21:37:40,10,0,43,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-07 06:35:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-05 09:20:40,6,0,33,30.0,DC_FAST,CCS,Mumbai
3,2025-07-08 02:15:40,6,0,19,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-04 14:01:40,6,0,26,30.0,DC_FAST,CCS,Mumbai
1,2025-07-09 12:47:40,10,0,47,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-10 19:29:40,10,0,46,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-11 03:56:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
7,2025-07-04 07:30:40,10,0,48,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-04 18:58:40,10,0,51,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-08 05:38:40,12,0,50,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-05 04:30:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
1,2025-07-06 05:58:40,10,0,37,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-04 18:30:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-11 00:34:40,6,0,17,30.0,DC_FAST,CCS,Mumbai
3,2025-07-08 03:47:40,6,0,23,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-05 06:15:40,10,0,41,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-06 23:40:40,10,0,42,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-08 23:30:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-09 22:22:40,10,0,42,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-10 13:20:40,7,0,27,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-05 20:09:40,6,0,19,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-07 01:40:40,6,0,32,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-05 19:16:40,10,0,35,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-04 15:17:40,12,0,57,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-05 19:52:40,6,0,28,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-08 18:43:40,8,0,29,25.5,DC_FAST,CCS,Bangalore
7,2025-07-05 06:06:40,10,0,34,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-04 19:34:40,6,0,22,30.0,DC_FAST,CCS,Mumbai
5,2025-07-04 19:49:40,9,0,44,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-10 07:00:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-08 17:25:40,7,0,26,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-08 22:37:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-04 06:50:40,12,0,50,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-11 05:48:40,10,0,38,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-08 20:00:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-10 18:48:40,8,0,43,25.5,DC_FAST,CCS,Bangalore
8,2025-07-10 06:15:40,6,0,26,30.0,DC_FAST,CCS,Mumbai
8,2025-07-09 15:34:40,6,0,22,30.0,DC_FAST,CCS,Mumbai
5,2025-07-07 03:24:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-05 06:43:40,6,0,29,30.0,DC_FAST,CCS,Mumbai
1,2025-07-08 18:09:40,10,0,41,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-05 21:19:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-04 12:06:40,6,0,23,30.0,DC_FAST,CCS,Mumbai
7,2025-07-11 05:26:40,10,0,43,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-06 22:25:40,6,0,21,30.0,DC_FAST,CCS,Mumbai
7,2025-07-09 12:50:40,10,0,49,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-09 23:12:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-05 22:55:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-07 03:15:40,9,0,39,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-04 12:51:40,6,0,32,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-06 14:28:40,6,0,24,30.0,DC_FAST,CCS,Mumbai
8,2025-07-03 20:01:40,6,0,22,30.0,DC_FAST,CCS,Mumbai
3,2025-07-10 14:56:40,6,0,28,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-10 20:11:40,8,0,35,25.5,DC_FAST,CCS,Bangalore
1,2025-07-10 16:10:40,10,0,39,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-09 20:49:40,8,0,34,25.5,DC_FAST,CCS,Bangalore
3,2025-07-07 02:05:40,6,0,34,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-10 10:26:40,12,0,59,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-06 05:45:40,10,0,38,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-04 04:10:40,10,0,44,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-08 10:50:40,6,0,33,12.0,AC_LEVEL1,Type2,Gurugram
6,2025-07-04 20:06:40,7,0,27,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-04 01:47:40,6,0,24,30.0,DC_FAST,CCS,Mumbai
2,2025-07-04 08:28:40,8,0,45,25.5,DC_FAST,CCS,Bangalore
6,2025-07-10 10:08:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-04 06:38:40,6,0,32,30.0,DC_FAST,CCS,Mumbai
6,2025-07-06 09:15:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-06 19:17:40,6,0,21,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-04 02:52:40,8,0,33,25.5,DC_FAST,CCS,Bangalore
7,2025-07-09 22:17:40,10,0,48,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-09 16:57:40,12,0,60,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-05 05:53:40,9,0,42,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-09 21:28:40,12,0,49,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-10 06:04:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-09 13:52:40,10,0,43,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-10 04:18:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-06 01:20:40,6,0,29,30.0,DC_FAST,CCS,Mumbai
3,2025-07-05 00:34:40,6,0,22,12.0,AC_LEVEL1,Type2,Gurugram
6,2025-07-09 15:39:40,7,0,40,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-10 06:37:40,7,0,25,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-06 04:43:40,9,0,39,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-03 12:31:40,10,0,41,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-06 00:31:40,8,0,39,25.5,DC_FAST,CCS,Bangalore
7,2025-07-05 11:37:40,10,0,46,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-05 02:53:40,7,0,35,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-06 10:30:40,8,0,29,25.5,DC_FAST,CCS,Bangalore
1,2025-07-09 20:24:40,10,0,40,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-10 04:57:40,8,0,38,25.5,DC_FAST,CCS,Bangalore
4,2025-07-05 23:02:40,12,0,53,28.0,DC_FAST,CHAdeMO,Gurugram
2,2025-07-09 04:09:40,8,0,29,25.5,DC_FAST,CCS,Bangalore
5,2025-07-09 11:25:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-04 05:48:40,9,0,39,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-04 10:59:40,6,0,20,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-10 10:37:40,10,0,53,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-07 09:38:40,9,0,31,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-04 15:34:40,12,0,54,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-05 12:58:40,7,0,30,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-05 07:52:40,6,0,19,12.0,AC_LEVEL1,Type2,Gurugram
7,2025-07-04 03:22:40,10,0,44,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-08 05:50:40,6,0,36,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-10 15:53:40,6,0,27,12.0,AC_LEVEL1,Type2,Gurugram
7,2025-07-07 12:48:40,10,0,49,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-10 15:12:40,9,0,36,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-05 23:40:40,6,0,20,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-04 05:39:40,10,0,43,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-04 11:30:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-03 16:53:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
5,2025-07-04 00:39:40,9,0,47,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-07 16:57:40,8,0,35,25.5,DC_FAST,CCS,Bangalore
3,2025-07-11 01:54:40,6,0,23,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-08 08:51:40,10,0,51,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-10 22:09:40,10,0,43,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-07 22:35:40,6,0,25,30.0,DC_FAST,CCS,Mumbai
6,2025-07-09 21:12:40,7,0,22,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-05 05:03:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-06 18:40:40,12,0,49,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-07 16:42:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
8,2025-07-10 19:12:40,6,0,19,30.0,DC_FAST,CCS,Mumbai
4,2025-07-09 17:48:40,12,0,54,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-07 04:18:40,9,0,34,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-05 22:27:40,8,0,35,25.5,DC_FAST,CCS,Bangalore
2,2025-07-08 21:45:40,8,0,32,25.5,DC_FAST,CCS,Bangalore
4,2025-07-08 20:43:40,12,0,56,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-08 07:55:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-08 13:39:40,9,0,39,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-08 21:24:40,9,0,47,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-06 23:18:40,10,0,45,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-03 17:17:40,7,0,30,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-03 22:37:40,7,0,24,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-07 10:54:40,6,0,27,30.0,DC_FAST,CCS,Mumbai
2,2025-07-04 23:37:40,8,0,33,25.5,DC_FAST,CCS,Bangalore
6,2025-07-06 05:37:40,7,0,44,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-10 11:04:40,7,0,42,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-07 13:36:40,7,0,34,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-04 10:03:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-11 08:30:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-03 20:02:40,7,0,22,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-07 09:17:40,8,0,32,25.5,DC_FAST,CCS,Bangalore
7,2025-07-04 12:10:40,10,0,42,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-09 22:02:40,10,0,49,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-03 17:24:40,10,0,45,15.0,AC_LEVEL2,Type2,Bangalore
8,2025-07-07 23:06:40,6,0,35,30.0,DC_FAST,CCS,Mumbai
8,2025-07-07 11:41:40,6,0,25,30.0,DC_FAST,CCS,Mumbai
5,2025-07-05 08:26:40,9,0,44,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-10 18:48:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-04 01:13:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-03 23:35:40,7,0,34,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-11 03:26:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-11 04:27:40,9,0,36,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-04 12:36:40,6,0,30,12.0,AC_LEVEL1,Type2,Gurugram
7,2025-07-04 09:35:40,10,0,52,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-04 19:09:40,10,0,48,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-06 14:08:40,6,0,31,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-05 21:45:40,6,0,32,30.0,DC_FAST,CCS,Mumbai
4,2025-07-09 03:58:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-04 21:31:40,10,0,44,14.5,AC_LEVEL2,Type2,Mumbai
